Id,Category,Text
3049,0,"Si les cajetea tanto esta mujer y su marido, por qué Putos los leen.
"
3050,0," ""Cuando te llamaron llorona, pobre, gorda o loca y te convirtieron en una desconocida, bebíste su ácido y lo ocultaste""
"
3051,0,"Nos pelan la berga, el de nosotros estuvo más fuerte, VIVA MEXICO CABRONES.
"
3052,0,"Estoy llorando ahora mismo. Te extraño mucho, putita :(
"
3053,0,"Mis weyes ya van a los Grammys putos... 👌 *A huevo puto!*(es de una EXO-L,ALV :v...)
"
3054,1,"Ojalá pierdan en el repechaje, pinches hondureños putos y corrientes.
"
3055,0,"Weeeey que pedo con esta rola esta muy cabrona <URL>
"
3056,0,"@USUARIO Subele a esa madre wujiju 😂
"
3057,0,"Los huesos pal perro mi amor😌💅 
"
3058,1,"@USUARIO Culerísimo y mediocre... y no es padre, es madre, padre, luchona y aristogata a la vez! 🤣🤣🤣🤣🤣
"
3059,0,"Alguien les manda saludos ;) #gay #bigdick #sex  #alaorden
"
3060,0,"@USUARIO Es una lastima, algunas mujeres no nos gusta maquillarnos y ello no implica que seamos tontas.
"
3061,0,"Quiero imaginar que cada FAV que me da @USUARIO es cómo un beso... o una metida de su verga en mi boca... 😊
"
3062,0,"Necesito ponerme pedo más seguido. Hoy ya me andaba meando con dos gomichelas de joto.
"
3063,0,"Tu carita bien bonita // yo toda pendeja por creer que podíamos tener algo
"
3064,0,"Nada más feo q esperar como tonta todo el fin de para estar como tonta haciendo nd 
"
3065,0,"Desde acá arriba se puede ver lo mucho que te valgo verga.
"
3066,0,"Y así de loca es la idea de tenerte y no tenerte 🤷🏻‍♀️
"
3067,1,"@USUARIO Ay tú, pinchi esposa luchona ofendida. Era recomendación, haz lo que tú gana de te. Pos este 😠
"
3068,0,"Soy partidario de buscar una mejor redacción con tal de usar el más hermoso y completo ""a la verga"".
"
3069,1,"Pasenme el twitter del arbitro pa mandarlo a chingar a su madre hdp!!
"
3070,0,"aparte de mi madre y hermana tu @USUARIO tu eres la tercera mujer mas hermosa que he conocido 😊❤.
"
3071,0,"A una mujer que le han pedido que deje en paz a un hombre porque es casado ya le vale verga todo, matar o morir dice dice su…
"
3072,0,"Cero basico cuando veas 2 putas personas con playera de dinosaurios me dejare que me digas basica por toda mi vida
"
3073,0,"B.A.P are back! Ya los extrañaba hijos de su madre! :')
"
3074,1,"No pues la mía estaba bien pinche nalgona pero nada más se pasó de verga😂😂😂😂😂
"
3075,1,"Hay pinche viejito reumatico mal cogido  ... no lo mando a la verga nomas por que es mi jefe  🤦🏻‍♂😡😡😤
"
3076,0,"así de cabrona está la realidad que vivo/percibo desde mi posición de mundo. Si hubiera seguido con mis clases de la Biblia esto no pasaría
"
3077,1,"Si #TeMandoMensajePara que me contestes, no para que me dejes en visto HDP!!!!
"
3078,0,"estaba revisando mis dms y encontré todos estos, ahre que me pasaba estaba loca
"
3079,1,"De nada putos, nosotros si vamos al mundial @USUARIO
"
3080,1,"Esas pinches relaciones de ahora pura política .. no mames si no vamos para primeras damas mándelo a chingar a su madre al Pendejo
"
3081,1,"Esta gorda es una basura
"
3082,1,"Qué asco de mujer, gorda
"
3083,0,"Tengo a la mejor madre del mundo.
"
3084,0,"aaaaaaa putas alergias no puedo respirar ogala así siga y me muera asfixiado
"
3085,1," @USUARIO Lo dudó, son sus amigos del marica @USUARIO. Y los que dieron domicilio falso, los van a buscar en la sección amarilla? 🤔🤔🤔
"
3086,1,"como eres lame huevos de Higuera PUTO PERRITO CON CUERNOS, no eres CHIVA, eres marica
"
3087,0,"Me caga tener que salirme de un lugar para fumar porque hay niños en el lugar, porque putas ellos no dejan al niño afuera 😑
"
3088,1,"Polanco debería tener un horario para que las feas circularan por sus calles. Algo así como la tarjeta de Ecobici.
"
3089,1,"Voy a definir lo que pienso sobre los que critican a Messi y le tiran 💩: la Cdtm hijos de los 7897 putos  sistemas solares que los parió.
"
3090,0,"Me gustan las eliminatorias de la CONMEBOL porque parecen campales a putaso limpio donde no sabes quién ganará ni quien va a valer verga.
"
3091,0,"#CosasQueSonRománticas es mandarte a la chingada por no decirme dónde andas. 💅
"
3092,0,"En honor a la Madre Teresa de Calcuta, el Día Internacional de la Beneficencia se conmemora #UnDíaComoHoy.
"
3093,1,"Pinche joto @USUARIO ya te volviste a lesionar mariquita.
"
3094,0,"Apenas va un mes del semestre y ya estoy hasta la madre 😩
"
3095,0,"Por Jesús Delgado Guerrero En octubre de 1995, la Academia de Ciencias anunció en Estocolmo el nombre del ganador...
"
3096,0,"A la verga es horrible sentirse entre la espada y la pared ¿Que se hacen en estos casos...? Lo indebido o lo correcto 😒😒
"
3097,0,"Es que tenemos diferentes enfoques 🤔🙄😤 ¿Como putas que renunció Leonardo? #TripleFuck
"
3098,0,"Ya son cuarto para la una, ¿A qué hora me vas hacer caso cabrona?
"
3099,0,"Llegué tarde a Twitter para entender el pedo de la V word... Y me vale verga.
"
3100,0,"40 putos minutos esperando un camión bajo la lluvia. Cuando llegó, iba tan lleno que no hizo parada. Del alma me salió un “No seas mamón”.
"
3101,0,"La de termo ya nos dejó problemas de tarea pero ni ha puesto ninguno ella, como verga quiere que los haga.🤦🏻‍♀️
"
3102,0,"Hay feria atrás de mi casa, vamos por unas putas fresas congeladas uwu
"
3103,1,"@USUARIO @USUARIO Pués les vale madre la gente!!
"
3104,0,"Temen q nos liberemos los del Norte no!!??? Aunque sea de Coapa no Putos!!!
"
3105,0,"#L3REsMentira decir que no estoy tuitiando como loca para estar en el top 5 😂
"
3106,0,"¡Mamá Luchona! Dejó su hijo por 45 Minutos en el auto por ir de compras al centro
"
3107,0,"Quiero saber quien v*rgas hace la logística del aviación cañada💆 3 putas combis a las 9 de la mañana😠
"
3108,0,"Cruzar la calle ""viendo el celular"" es el nuevo ""tragando camote"". Pfff
"
3109,1,"@USUARIO @USUARIO Daño es irle al AMERICA, seguro eres una machorra frustrada JAJAJA
"
3110,0," @USUARIO Ok lo siguiente va a ser muy mi forma de hablar... pero no vergas mames de dónde sacan que estas Gorda? .-. A mí te me haces guapísima
"
3111,1,"Ajajajajajajajajaja tu nunca aguantas, apenas y te toco y sales con tu ""te mamaste Daniela"". Chamaco marica
"
3112,0,"Ya dejen de mamadas con el disfraz de Frida Sofía, si no les indigna lo que hace el Gobierno con el pueblo, dejen de mamar.
"
3113,0,"Gracias catalanes, habéis conseguido que los putos fachas dejen de sentir vergüenza de serlo.
"
3114,0,"#yaEsCostumbre escucharlos mientras trabajo y soltar las carcajadas y reírme como loca de sus ocurrencias
"
3115,0,"Me fascina tu rica verga papasito estás bien bueno cógeme
"
3116,0,"Se pasaron de verga la cague muy feo en el gold xdd izi win era
"
3117,0,"¿Khé berga le pasa a esos enfermos que usan las áreas peatonales para andar en sus motos culeras en la universidad?
"
3118,0,"El olor a papas fritas, simplemente me vuelve loca! 😍
"
3119,0,"Deseosa de cabalgar tu verga #LunesDeGanarSeguidores
"
3120,0,"Se pasan de verga, igual en los últimos dos partidos van vs México y Costa Rica.
"
3121,1,"no lo puedo creer @USUARIO su menu es una mierda llevo 8 llamadas, un menu me lleva a otro menu, ¿COMO PUTAS HABLAR CON UN ASESOR?
"
3122,0,"@USUARIO @USUARIO ¿Sigue ardida por qué nunca la metieron al grupo de la Clika?:v
"
3123,0,"Llegar a tiempo a desahogo d prueba es responsabilidad del litigante; q ingrese al desahogo, ya valió madre, 35 min dsps y contando @tsjqro
"
3124,0,"Soy una gorda en cuerpo de flaca!
"
3125,1,"Hay una tipa en mi grupo de skul q para trabaje en team se hace la pendeja no mas y luego ella no se de dnd saca proyectos y me caga
"
3126,0,"Pues en tu video vi más anuncios, que tus putos argumentos ""Crack"".
"
3127,0,"Es cagado no saber que pedo con tu futuro
"
3128,0,"Estoy googleando cómo se ve el camote para comprarlo en el súper y pues ese tipo de cosas te pasan diario cuando vives solo.
"
3129,0,"#SeriaBueno que dejes de tener unos ojitos verdes tan hermosos porque le gustas un buen a la loca ésta 😊💕  Arroba Mi Crush 💛💙 #D♡ #A♡
"
3130,1,"Por fa, maten al puto idiota que estaba atrás de mí en el cine, narraba cada parte de la película. Me arruinaste todo hdp.😡
"
3131,1,"por qué putas no caminan por la derecha, hijos de la chingada!
"
3132,0,"SIGUEME @USUARIO   y dale  RT   y  esta verga  sera  tuya  🍆🍆
"
3133,0,"#Repost @USUARIO (get_repost) ・・・ Hoy mi madre se reencontró con mi papi, su hermana… <URL>
"
3134,1,"Les sorprende que Luis Gerardo Méndez haga tríos pero no les sorprende a ustedes hacer Orgías. Aparte de Putas, doble moral.
"
3135,1,"Te reto a que nos partamos la madre @USUARIO  yo si te quito lo maricon y lo vicioso o quieres que…
"
3136,0,"Amaneciendo y enterándome de esto.... ¡Me da un coraje de las mil putas! 
"
3137,0,"Manda dm bro, tengo mucho por cambiar
"
3138,0,"En fin, me tomó toda la pinche tarde haciendo esas putas diapositivas, lo más resumido y bonito que pinches puto para que me pinches dijeran
"
3139,0,"Mi madre me enseñó durante nueve meses que no hace falta ver a alguien para poderlo amar.❤️
"
3140,0,"a si? llevo 14 putos reyes ojama y solo 2 azules y creo que los 2 los da por nivel :,v
"
3141,0,"¿Por qué es tan pinche difícil sacarse la palabra ""empresa"" de la cabeza?  SON SOCIEDADES, PUTA MADRE.  Buenos días, solecitos.
"
3142,0,"Que feíto sentirte mal por reírte como loca ☹️🤷🏻‍♀️
"
3143,0,"Si tienen Snapchat y quieren saber cómo ha estado Irma en los lugares en que ha tocado tierra, usen la funcion del mapa...está cabrón :/
"
3144,0,"Sólo sobrevivió esta pequeña Sakura Kwanzan, toda una luchona 💪
"
3145,1," @USUARIO Mira vos caricatura de Hitler. Porque mejor no renuncias pedazo de mierd@ ya sintierona furia de algunos, quiere sentir a todo el país hdp?
"
3146,0,"Ayer mis mejores conocieron mi segundo nombre y fue muy cagado @USUARIO @USUARIO @USUARIO
"
3147,0,"Y otros que porque no son como los demás animes de IDOLS.  Gente, DC no son putos IDOLS  NO SON IDOLS
"
3148,1,"Me cagan los putos taxistas que no respetan los carriles!! 😡😡😡
"
3149,0,"Me colma la paciencia notitas como estas
"
3150,0,"Ese Jimmy a quién putas tiene de asesor, pero fijo es alguien tan mula como P0lo.
"
3151,0,"La razita es cabrona. <URL>
"
3152,1,"Arroba Renato Francis Todo haces mal otra vez 😭💔Quiero partirles la madre a todos wey 😡💔 #KCAArgentina #ReggaetonLento #HeyDJ
"
3153,0,"Oigan no sean dramáticos. O si, hagan lo que quieran total les valgo madre como si estuviera pintado.
"
3154,1,"@USUARIO @USUARIO @USUARIO @USUARIO Así es que vayan a chingar a su puta  madre
"
3155,0,"Pues todo el mundo estaba mamando jajaja yo sabía que no iba a llorar
"
3156,1,"Esta vieja  me cae gorda por gorda, ya se shame on me
"
3157,1,"Putos los de la vigilancia vecinal que no dejan dormir.
"
3158,1,"Jajajaja que delicadito,, no pues es que si es, un puñal menos en mi cuenta,  adiós barbero lambizcon, analista político, de donde, jajajaja 
"
3159,1,"chingas a tu madre!!! Me subiste 100 el gas! Idiota yo soy pobre, con twitter pero pobre!!
"
3160,1,"Vamos a empezar con la lluvia de arena para los putos argentinos, respondan este tuit con memes de Argentina, Retuit a todos... TODOS.
"
3161,1," @USUARIO Chingas a toda tu reputa madre pinche gringo acomplejado lastima que tu gente no te deja solo si no te partiría toda tu madre por pendejo
"
3162,0,"Que verga, jajajajaja. El cabron que se va de largo y vuelve que función tenía? Rescatar a otro? Jajajajaja
"
3163,0,"Lo bueno es que soy prieta y saben que soy extranjera y yo les digo que no se hablar en francés 😂
"
3164,0,"@USUARIO Hola Toño ayer en tu programa como a las 10:25 narraste 1 carta de una madre enferma de cancer a su hija me puedes regalar título
"
3165,0,"Amo muy cabron a México, sus colores...¡nuestra historia! 🇲🇽 <URL>
"
3166,0,"De verdad ya quiero irme a la verga de mi casa, siempre me tiran mierda bajita la mano.
"
3167,0,"Yo no era tan loca cuando tenia novio, pero ya veo que todas tienen su nivel de loquera y esta niña esta de mas😂
"
3168,1,"lo de golfa y 'que se las pique quien quiera' podemos verlo como mal chiste
"
3169,1,"Lloran cuando las golpean, ah pero en la calle andan de golfas :) #MujerGolpeadaHombreFeliz
"
3170,0,"@USUARIO @USUARIO @USUARIO Jajajaja que poca madre, pobre Messi
"
3171,1,"@USUARIO votaste a favor de la corrupción, se te olvido tu pasada de frontera sin papeles al norte ahora tenes hambre de robar hdp
"
3172,1,"¿Es neta que por esa gorda fea me cambiaste?
"
3173,1,"Y si es primera Putos!!!! Cómo les encanta hacerla de pedo #GoCowboys #NFL #NFLSunday
"
3174,0,"@USUARIO Ese comentario es de ardida...en serio crees que no sabía como es Priebus?
"
3175,0,"Madre mia tengo que lavar trastes 🍴🍸🍳😪😥
"
3176,0,"Tú crees que estoy loca, pues sí, estoy loca de amor 😂
"
3177,0,"Jajajajaja gorda la que traigo entrelazada en mis piernas. Está riquísima
"
3178,0,"Si la verdad sería bueno hacerlo porque no más no entienden los muy putos.
"
3179,0,"Cagado que #Morena recibe todos los cascajos Una lástima que los que hicieron fuerte en un principio a @USUARIO con esto abajo quedan
"
3180,1,"Pecos es mas horrible que verle la geta a la gata que te cae gorda😒😂
"
3181,0,"Tengo que bañarme, estudiar, desayunar, hacer tarea, no deprimirme, etc.. Y adivinen quien está acostado valiendo madre. 👉🙋‍♂️👈
"
3182,1,"Na mameees, como vas con los takatakas y no vienes acá, te estás mamando
"
3183,0,"De esas veces que @USUARIO decidió hacer más feas las playeras del futbol mexicano con su mega parche @USUARIO 😬
"
3184,0,"aprendan a escribir, chingada verga madre.
"
3185,0,"Llegar a casa y comer chocolates hasta no dar mas porque gorda siempre
"
3186,0,"yo puedo más que la pinche enfermedad alv me la pela
"
3187,0,"Jajajaja eso. En el mismo puto sistema de hace cien putos años.
"
3188,0,"Ya ni se que putas tengo en mi cuerpo mente y alma.
"
3189,0,"Enpublican hoy información de la reunión de la CIDH
"
3190,0,"Si valer verga es estar de moda entonces me veo fabuloso.
"
3191,0,"Trabajar, el alcohol y las putas no son gratis jajajaja
"
3192,0,"El duro aprendizaje de ser madre
"
3193,0,"¡No pinches putas vergas mames! Clavado el mejor tweet de la puta historia... 
"
3194,1,"Gallardo, ¿QUÉ PUTAS MADRES HACES JUGANDO FÚTBOL? No estás ni para utilero.
"
3195,1,"Cuál es el pinche Afán de más viejas de creer que todas queremos con su hombre? Les hace falta más verga para sentirse seguras o que
"
3196,1,"Jajajaja son unos putos los dos ya pónganse a trabajar sin andar mamando
"
3197,0,"Alguien me puede escribir que es lo que dice Danny Ocean al inicio de su canción Me Rehuso. Al chile no le entiendo ni madre.
"
3198,0,"En esta foto 3 putos chingones !!!! Excelente show en #Xalapa el de @USUARIO te amo!! ❤️😘💕
"
3199,0,"Yo en Medicina Familiar y sus tontas mini-guardias
"
3200,1,"Ese reportero es un marica, una cachetadita y está de chillón.
"
3201,0,"yo quiero una verga de ese tamaño mi culo quiero que lo partan alguien así en león gto yo inter
"
3202,0,"Estuve a punto de comprarme un peluche de tiburón de $532. ¿Para qué verga? No sé, pero estaba bien bonito.
"
3203,0,"Ya me aburrí en mi clase de ADSP bien cabron.
"
3204,1,"Lloren malditos hijos d su mal cogida madre @USUARIO @USUARIO OBJETIVO DESTRUIR ANIQUILAR ACABAR PRI cueste lq cueste #NuncaFaltaElQue
"
3205,1,"Hdp ni ganas de volver a Río Grande con toda esa gente de mierrrrrda
"
3206,1,"HDP asi le hacen y con la rata ahi se hacen pendejos
"
3207,0,"Como me encanta que sean tan presumidos 🍆 #gay
"
3208,1,"MARICAS HIJOS DE PUTA. QUÉ FASTIDIO SON PARA EL FÚTBOL. PÓNGANSE A JUGAR CON UNA CHINGADA Y DEJEN DE ESTAR DE PUTOS MARICONES.
"
3209,0,"Verga.  ¿Qué? Yo siempre me he sabido una corriente.
"
3210,1,"Piruja igual que la putita de @USUARIO tenias que ser
"
3211,0,"Fueran serias o súper tontas, había un comentario de ella.🙈
"
3212,0,"Mi compañera de equipo se mamo con la información, le quite un chingo y ahora no cuadra lo que hice🤔, no sé si reír o llorar
"
3213,0,"Dice mi vieja que si soy gay, hoy mismo me da el divorcio. ¡Rápido! Manden sus fotos de penes a mi alterna @USUARIO Guarromantico_
"
3214,0,"Para cabrona, cabrona y media. ☺😉
"
3215,0,"Conste que yo no soy de andar quemando gente estas fotos me mas encontre en otras redes no me las pasaron… #gay #pitochico
"
3216,0,"La última vez que dormí con madre.
"
3217,0,"Todo buen mercadólogo debe dominar a la perfección las 4Ps: party, pisto, putas y pizza.
"
3218,1,"Todas las Karlas son bien putas. y les encanta la verga...menos a una que es mi amika...
"
3219,0,"No hay para seguridad pública ni combate a Corrupción, pero si hay para Selfi, NO MAMAR
"
3220,0,"Las sensaciones feas no deberían de existir.
"
3221,0,"WEY ESTOY VOTANDO COMO LOCA, ME ARDEN LOS OJOS NO ME IMPORTA #Keep_Mwave_EXO #EXO #POWER @weareoneEXO
"
3222,1," @USUARIO @USUARIO @USUARIO @USUARIO Y ya ni me vuelvan a comentar chinguen a su madre todos y bloqueados por pendejos y jotos
"
3223,1,"Mi verga se pone súper dura con ese culo quiero metertela hasta rompertelo😏😈🔥💦😍
"
3224,1,"Lo único bueno de regresar con tu ex novia es que ya sabes de que croquetas le gustan a la hija de su perra madre.
"
3225,1,"A tu khe berga te importa cara pantano, el y sus putos problemas por alla, y tu por aká :'v
"
3226,0,"Eres gorda y crees que bebiendo cerveza light, bajarás de peso, pero tragas puras lechitas azucaradas.
"
3227,1,"@USUARIO ¿Quieres escuchar la historia o no, hijo de tu puta madre?
"
3228,0,"Un honor seguirlo y disfrutarlo en éstos momentos en las tontas no van al cielo, que pobres tan ricos y vecinos, bendiciones
"
3229,0,"A un chingo de delincuentes y nomas se hacen de la vista gorda!!
"
3230,0,"Osea que ya podemos mentar la madre con mas palabras?
"
3231,1,"Parecen pinches changos gritando y chiflando a las putas 1:30 de la mañana alv.
"
3232,1,"Gorda y nadie la quiere🤦🏻‍♀️😹.
"
3233,0,"Los sonámbulos... Del “Espíritu Animal” y la Loca Academia del Nobel: Jesús Delgado #DigitalMex  vía DigitalMexP Vía DigitalMexP
"
3234,0," @USUARIO Que verga, jajajajaja. El cabron que se va de largo y vuelve que función tenía? Rescatar a otro? Jajajajaja
"
3235,1,"@USUARIO O tal vez no lo quieren como la mayoría de los mexicanos por puto populista quizá???
"
3236,1,"Tal vez es un fan Loca y obsesionada, ya ves que ahí son todos una bola de enfermos
"
3237,1,"@USUARIO Esto se sabía!! Pero igual da arrechera! Ni los porcentajes concuerdan con esos hdp
"
3238,1,"Pinche morra cagante, criticas y te cagas de risa cuando te corrigen. Vales verga y te crees la quinta maravilla.
"
3239,0,"Te ayudo a estirarte abriendo tus piernas mientras empujo mi verga en tu panochita con fuerza y masajeo tus ricas tetad
"
3240,1,"Se que nunca me vas a querer por gorda pero si supieras que yo quiero algo bien contigo no  como con las que te juntas esas malparidas
"
3241,0,"@USUARIO  Tu camote está espectacular jajaja @USUARIO  te pasas de ocurrenteee!!!!!
"
3242,0,"Tengo ganas que me den una buena mamada de verga !!! (🏨 fiesta inn , Paseo Tollocan )
"
3243,0,"Ptm jugar darksoul lll pasar cagando el primer jefe y matar al putito herrero y cagar todo 😡😟😞
"
3244,1,"ora que traes pinche descerebrado de mierda toloachero pinche rata cínica pudrete culero y tus putos entrenados de mierda saqueaste a mexico
"
3245,0,"Hoy puedo decir, que estoy realmente loca por ti... ❣️
"
3246,1,"Nose quien sea mas maricon, si @USUARIO o el wey de la cuenta de @USUARIO 😂😂😂😂
"
3247,0,"- Te cambio esta caguama por dulces  Jajajaja se mamo pinché niño 😂
"
3248,0,"Más chacalitos como este que traguen verga así de rico!!
"
3249,0,"Única comida de los monjes en Hua Zang Si. Sopa de tofu, pepinos con salsa de nabo, fideos con col, camote, arroz al vapor, melon... 
"
3250,0,"¿Soy el único que ve que a Gignac los árbitros lo solopan demasiado? Digo, hasta dejan que les mente la madre y ni una amarilla le sacan
"
3251,0,"😘Tengan Una Excelente Semana Somos Paola y Omar 23 y 26  de Ecatepec Buscando Parejas Similares en #LunesArdiente #LunesDeG…
"
3252,0,"#MiLadoPerversoDice quiero verga de #Puebla #FelizLunes @USUARIO @USUARIO @USUARIO @travestisexico
"
3253,0,"Que bonito es volver a ponerse ropa que dejo de quedarte porque estabas bien pinche gorda.💓
"
3254,0,"Jajaja 😂 menso ...#nosemetanconmicucu por qué me pongo loca
"
3255,1," @USUARIO Pendejo no eres profesional, deja que te topes con un cartel o un cabrón endiablado y empecherado a ver si muy vergas puto maricón
"
3256,1,"Metertela hasta la garganta y q sientas q t ahogas putita, oírte gemir y embarrarte la verga x toda la cara
"
3257,1," @USUARIO Pues que putita salió ,pero que envidia como el dicho de las feas ,el que no encuentra vengas por donde sea ,la envidia culeada otro lodesea
"
3258,0,"Odio los putos mosquitos de mierda asquerosos hijos de puta
"
3259,0,"Hoy hay 5 mega conciertos en la ciudad y a ninguno putas estoy asistiendo. ¡Qué triste!
"
3260,0,"Madre adopta 1 niño que nadie quería – 28 años después la miedosa verdad la golpea
"
3261,1,"Ah que don Chente, el que prometió acabar con las ""víboras prietas"" y se convirtió en una. Aquí asume que forma parte de una mafia. 
"
3262,0,"conozco perras que no ladran y putas que no cobran.
"
3263,0,"@USUARIO Yo igual están pasando muchas cosas feas que destruyen
"
3264,0,"La cura del ""joto del barrio"" no es nada nueva, bye.
"
3265,1,"Metanse las copas América en el.ojete chilenos putos.
"
3266,1,"@USUARIO Tú también estorbabas cuándo eras una gorda, por eso el Cuauh te dio un vergazo para que te abrieras a la verga
"
3267,1,"El festejo de Argentina hasta a mi me contagió “Y no me importa lo que digan esos putos periodistas, la puta que los pario y dale hooooo”
"
3268,0,"Tu carpintero y el que te va a meter la verga a cada rato😍😍
"
3269,1,"Que putos hasta que llegan los refuerzos se ponen al pedo pinches policías rateros @USUARIO no hay otra así todos los días con las motos!!!
"
3270,1,"En serio chavos… Se ven bien PUTOS hablando mal d una mujer, mejor agárrense los buebitos y hagan valer el título de HOMBRE q les dieron.
"
3271,0,"Y todos los medios la tiraban de “loca-drogadicta”...
"
3272,0,"Hoy pensé en regalarte flores, pero recordé el puñal en mis alas y me arrepentí. Esa fue otra batalla que el dolor le ganó al Amor.
"
3273,1,"La profe de literatura nos mato con el parcial que hdp
"
3274,0,"Soc mai dic jajajajajajaja jajajajajajaja que putas Rex sos un máster
"
3275,0,"AG • tú eres una loca enamorada Jajaja te la llevas de mandil, me encantas estás hermosa 😍
"
3276,0,"No mamar, hasta en los fantasmas hay niveles, ¿o ustedes cuándo han escuchado que una casa del Infonavit está embrujada? Jajaja
"
3277,1,"Pero que explicación debe de dar el árbitro al piojito. Fiel al estilo del america. Chillón y maricon. #Piojo #CruzAzul #aguilas
"
3278,0,"Wey, pero no es viernes, te come todo el día y si tenias planeado algo, pues vale verga.
"
3279,0,"Meeeee putas caga la gente si originalidad ni creatividad 🙄
"
3280,1," @USUARIO bastardo malparido hijo d mil putas juntas  Y vos ya tene's tu boleto al mundial d Rusia??? Xq Mexico yo lo tiene jajaja jajaj
"
3281,1,"@USUARIO son unos hdp. 😡😡😡
"
3282,0,"Es bien cagado como en algunas entrevistas ponen cosas que nunca dijiste tú. #alv
"
3283,0,"Hasta parece que me dicen que deje ir como gorda en tobogán y ahí voy a hacer caso! 🙄😬😁😍
"
3284,1,"Sí ya saben q es putito... Para q van a rogarle una entrevista.
"
3285,1,"Putos los que suben sus fotos con Enrique Olvera y se les corta la holandesa
"
3286,0,"Un huracán con el nombre de mi madre 🤔 ya valimos todos 😔
"
3287,1,"Lo que no entienden los ""putos"" futbolistas (del país que sea), es que el verdadero periodista no es porrista.
"
3288,0,"Hoy me arregle bien chingón para putas pinches nada.
"
3289,0,"Ojalá todos en el mundo fueran tan ciegos como yo para que no pudieran ver los kilos de verga que te valgo. 🤓
"
3290,0,"#SabíasQue en honor a la Madre Teresa de Calcuta, hoy conmemoramos el Día Internacional de la Beneficencia.
"
3291,0,"Como cuando las ""modelos"" antes te hablaban y ahora te ven como bicho raro.. ¿Olvidan que fueron feas y sin gracia? Digo. Tantita decencia.
"
3292,0,"Envío el más sentido pésame para mí colaboradora y amiga Esperanza Arteaga por el lamentable fallecimiento de su señora madre.
"
3293,0,"No paro de amarte un segundo, muy buen finde mi loca, que sean miles más 👏💖 @USUARIO
"
3294,1,"Putos Holandeses se quedan sin mundial, el karma es cabron y siguen los putos Argentinos 😈 #NoEraPenal
"
3295,0,"@USUARIO Nada es gratis en esta vida, y tú eres luchona a poco no ?
"
3296,1,"Yo no sé que celebran esos putos Hondureños, no van a ir al Mundial #Rusia2018 los van a echar en el repechaje ya verán!
"
3297,1,"Que no mame el guey ese, primero andan de amarra navajas y luego sale con la jotería  de secuelas po…
"
3298,1,"¿Quien será el HDP que corta @USUARIO en GDL a las 2:53 pa poner puros comerciales?
"
3299,0,"Putos robos, osea que antes no era seguro? Nos mintieron?
"
3300,0," @USUARIO Que le hagan entrega de su portafolios donde va recoger las dádivas millonaria para su camote el dictador Maduro Andrés el peje.
"
3301,0,"Ayer mi gata pensó tirarse por la ventana, el celo anda recio.
"
3302,1,"Pues tampoco creo que pegue muy duro el marica ese 😂😂😂
"
3303,1,"Vete a la verga tú, pinche ojete. Pero vas a querer y te voy a mandar a la verga
"
3304,1,"Por ejemplo mi hermano! !no se comunico jamas con esa golfa!
"
3305,1,"La machorra de los pajaros se salva  #MasterChefMx
"
3306,0,"Sudando la gota gorda, en la hermosa Monterrey con Wendy.
"
3307,0,"Con #BBVAPlan he ahorrado sin darme cuenta poco más de 400 pesos haciendo compras tontas con la tarjeta. 👌🏼😌
"
3308,1,"Son tan putos que no se bajan del carro, como si se ponen pendejos con sus coches, y cuando les cantas…
"
3309,0,"Soy la única vecina loca que a la 1:42 va caminando por el pasillo con un cuchillo para abrir la  puerta del departamento , la única
"
3310,1,"Tanto que lucharon los dreamers por daca para que llege un pendejo y lo quite fck que change a su madre todo aquel que votó por el !😒
"
3311,0,"1 d la mañana y mi primo de tres años hace berrinche porque quiere seguir viendo tv Eso le enseña la luchona de mi tía a enajenarse en la tv
"
3312,1,"Los futbolistas mexicanos se maman por ser ""los mejores"" de CONCACAF. Pero andan de putas divas cuando Alemania o Chile les dan un repasón
"
3313,1,"eres un cheto criticón ... Te tragas tus palabras y te contradices cheto maricón
"
3314,0,"NANI CORTÉS - NIÑA LOCA  (LETRA) (Lyric Video) | ft. LYA, LIN CORTÉS, CH...
"
3315,1,"Leobardo joto quiere un puesto más pero se la el puto si cre q…
"
3316,0,"El ser irresponsable, inmaduro, maricon y arrogante deberían de ser habilidades. Tantas cosas juntas no son posibles!
"
3317,0,"Hoy vas a tener un día poca madre 👊🏼
"
3318,1,"Las que deberían protestar son las viejas que se vean violables. Las feas que?
"
3319,0,"Los vecinos ya me han de ubicar como la loca que ""no canta bien, pero canta recio"" :D
"
3320,0," @USUARIO Jajajaja cabrón, te dije q me marcaras!
"
3321,0,"Cuando salio mi bebé @USUARIO en el adelante de la serie grite como loca😂 Necesito una canción con ustedes dos @USUARIO ❤🌹
"
3322,1,"@USUARIO Seguro que eso si lo van a hacer funcionar HDP
"
3323,1," @USUARIO @USUARIO Paz Padilla piensa las cosas eres tonta o te lo haces yo no he visto una persona tan tonta tú porque la llamo pues para meter m***** la
"
3324,0,"Y aún así me sigue valiendo verga rankear cuando se que me está llevando la verga
"
3325,0,"Vivan esos culos que aguantan chingon las limadas de verga en el culo!! Cuantos de esos culos aguantadores me siguen?? h…
"
3326,0,"Me muero por valer madre en todos los aspectos de mi vida
"
3327,0,"A quien putos se le ocurrió poner anuncios en los videos de FB.
"
3328,0,"Puto celular de mierda esta mas lento que el camote..
"
